order,density,time
3,0.0,9500.0
3,0.3333333333333333,21150.0
3,0.6666666666666666,23400.0
3,1.0,25850.0
3,1.3333333333333333,28500.0
3,1.6666666666666667,31500.0
3,2.0,30450.0
3,2.3333333333333335,31050.0
3,2.6666666666666665,32700.0
3,3.0,35950.0
3,3.3333333333333335,55900.0
3,3.6666666666666665,49550.0
3,4.0,43100.0
3,4.333333333333333,51400.0
3,4.666666666666667,53850.0
3,5.0,47200.0
3,5.333333333333333,65250.0
3,5.666666666666667,58750.0
3,6.0,55300.0
3,6.333333333333333,183850.0
3,6.666666666666667,188550.0
3,7.0,193550.0
3,7.333333333333333,197250.0
3,7.666666666666667,205850.0
3,8.0,204850.0
3,8.333333333333334,228950.0
3,8.666666666666666,218900.0
3,9.0,280250.0
3,9.333333333333334,239900.0
3,9.666666666666666,222950.0
3,10.0,379950.0
3,10.333333333333334,395600.0
3,10.666666666666666,402850.0
3,11.0,247200.0
3,11.333333333333334,410050.0
3,11.666666666666666,409450.0
3,12.0,410550.0
3,12.333333333333334,469950.0
3,12.666666666666666,517250.0
3,13.0,474950.0
3,13.333333333333334,482550.0
3,13.666666666666666,604600.0
3,14.0,596050.0
3,14.333333333333334,671550.0
3,14.666666666666666,706850.0
3,15.0,661750.0
6,0.0,9900.0
6,0.3333333333333333,28250.0
6,0.6666666666666666,32900.0
6,1.0,37750.0
6,1.3333333333333333,35750.0
6,1.6666666666666667,43750.0
6,2.0,60950.0
6,2.3333333333333335,51750.0
6,2.6666666666666665,59650.0
6,3.0,58600.0
6,3.3333333333333335,57500.0
6,3.6666666666666665,65400.0
6,4.0,69400.0
6,4.333333333333333,72000.0
6,4.666666666666667,125500.0
6,5.0,90300.0
6,5.333333333333333,87100.0
6,5.666666666666667,109050.0
6,6.0,315350.0
6,6.333333333333333,325350.0
6,6.666666666666667,336200.0
6,7.0,363800.0
6,7.333333333333333,349950.0
6,7.666666666666667,354350.0
6,8.0,602900.0
6,8.333333333333334,606700.0
6,8.666666666666666,696900.0
6,9.0,781100.0
6,9.333333333333334,838450.0
6,9.666666666666666,865000.0
6,10.0,1608000.0
6,10.333333333333334,1161800.0
6,10.666666666666666,1420100.0
6,11.0,1274750.0
6,11.333333333333334,1429950.0
6,11.666666666666666,1289100.0
6,12.0,1490050.0
6,12.333333333333334,1492100.0
6,12.666666666666666,1651400.0
6,13.0,2227600.0
6,13.333333333333334,2586950.0
6,13.666666666666666,2243950.0
6,14.0,2320750.0
6,14.333333333333334,2051350.0
6,14.666666666666666,2701050.0
6,15.0,2401500.0
9,0.0,8800.0
9,0.3333333333333333,25900.0
9,0.6666666666666666,31200.0
9,1.0,38400.0
9,1.3333333333333333,54850.0
9,1.6666666666666667,71050.0
9,2.0,70800.0
9,2.3333333333333335,66600.0
9,2.6666666666666665,71600.0
9,3.0,80750.0
9,3.3333333333333335,80700.0
9,3.6666666666666665,91100.0
9,4.0,113200.0
9,4.333333333333333,95400.0
9,4.666666666666667,142200.0
9,5.0,314400.0
9,5.333333333333333,389900.0
9,5.666666666666667,420150.0
9,6.0,468550.0
9,6.333333333333333,487650.0
9,6.666666666666667,571500.0
9,7.0,697550.0
9,7.333333333333333,1178550.0
9,7.666666666666667,1038800.0
9,8.0,1352500.0
9,8.333333333333334,1599650.0
9,8.666666666666666,2815150.0
9,9.0,2414050.0
9,9.333333333333334,2207200.0
9,9.666666666666666,3438850.0
9,10.0,4060650.0
9,10.333333333333334,4180900.0
9,10.666666666666666,4339550.0
9,11.0,3640600.0
9,11.333333333333334,5578250.0
9,11.666666666666666,5178650.0
9,12.0,6609100.0
9,12.333333333333334,5126000.0
9,12.666666666666666,6019350.0
9,13.0,7189800.0
9,13.333333333333334,6821200.0
9,13.666666666666666,9582250.0
9,14.0,10566750.0
9,14.333333333333334,11065950.0
9,14.666666666666666,10686700.0
9,15.0,12835150.0
